group: algebra

Paciente = {
	CPF_Paciente:string, email:string, nome:string, endereco_UF:string, endereco_rua:string, endereco_bairro:string, endereco_CEP:string, endereco_numero:string, endereco_cidade:string
249, "2024-09-08", "Retorno", 763.24, 2, "Presencial", "10000010002", "90011122233"
250, "2025-01-20", "Urgência", 779.42, 1, "Presencial", "10000020022", "90011122233"
251, "2024-10-13", "Consulta", 1209.99, 1, "Remoto", "10000020007", "90011122233"
252, "2025-02-07", "Consulta", 268.76, 3, "Presencial", "10000020147", "90011122233"
253, "2025-02-06", "Urgência", 152.08, 2, "Remoto", "10000020077", "90011122233"
254, "2024-04-21", "Retorno", 140.55, 1, "Remoto", "10000020023", "90011122233"
255, "2024-07-31", "Procedimento programado", 655.7, 2, "Remoto", "10000020074", "90011122233"
256, "2025-09-09", "Consulta", 347.18, 1, "Presencial", "10000020051", "90011122233"
257, "2024-11-02", "Urgência", 396.53, 1, "Remoto", "10000020040", "90011122233"
258, "2024-05-04", "Consulta", 564.71, 1, "Presencial", "10000020011", "90011122233"
259, "2024-03-27", "Atendimento agendado", 726.87, 1, "Presencial", "10000020146", "90011122233"
260, "2024-05-11", "Consulta", 743.1, 1, "Presencial", "10000020080", "90011122233"
261, "2025-02-08", "Procedimento programado", 731.23, 2, "Remoto", "10000020003", "90011122233"
262, "2024-10-13", "Procedimento programado", 474.78, 1, "Presencial", "10000020034", "90011122233"
263, "2024-05-20", "Procedimento programado", 1094.83, 3, "Presencial", "10000020047", "90011122233"
264, "2024-12-18", "Atendimento agendado", 289.16, 1, "Remoto", "10000020124", "90011122233"
265, "2024-01-31", "Urgência", 575.37, 2, "Remoto", "10000020010", "90011122233"
266, "2024-02-27", "Retorno", 494.39, 2, "Remoto", "10000020143", "90011122233"
267, "2025-01-02", "Atendimento agendado", 535.06, 1, "Presencial", "10000020003", "90011122233"
268, "2024-08-26", "Atendimento agendado", 654.83, 1, "Remoto", "10000020052", "90011122233"
269, "2024-06-30", "Urgência", 1015.05, 1, "Presencial", "10000020011", "90011122233"
270, "2025-02-09", "Atendimento agendado", 599.26, 1, "Remoto", "10000020021", "90011122233"
271, "2025-10-16", "Procedimento programado", 829.27, 1, "Presencial", "10000020162", "90011122233"
272, "2024-10-28", "Retorno", 1254.31, 1, "Remoto", "10000020041", "90011122233"
273, "2024-12-05", "Consulta", 384.97, 1, "Remoto", "10000020056", "90011122233"
274, "2024-08-02", "Retorno", 86.11, 1, "Remoto", "10000020173", "90011122233"
275, "2025-03-05", "Retorno", 671.61, 2, "Remoto", "10000020101", "90011122233"
276, "2025-10-28", "Retorno", 289.04, 2, "Presencial", "10000020037", "90011122233"
277, "2024-03-16", "Urgência", 676.95, 2, "Presencial", "10000020039", "90011122233"
278, "2024-06-17", "Atendimento agendado", 780.8, 1, "Presencial", "10000020107", "90011122233"
279, "2025-07-21", "Atendimento agendado", 344.68, 1, "Remoto", "10000020063", "90011122233"
280, "2025-05-17", "Retorno", 667.92, 1, "Presencial", "10000020009", "90011122233"
281, "2025-09-06", "Procedimento programado", 782.79, 1, "Presencial", "10000020047", "90011122233"
282, "2024-04-28", "Urgência", 859.67, 2, "Remoto", "10000020097", "90011122233"
283, "2025-01-13", "Retorno", 219.68, 1, "Remoto", "10000020110", "90011122233"
284, "2025-07-31", "Consulta", 1458.63, 1, "Presencial", "10000020034", "90011122233"
285, "2025-03-04", "Atendimento agendado", 346.1, 2, "Presencial", "10000020171", "90011122233"
286, "2024-02-05", "Atendimento agendado", 761.8, 3, "Presencial", "10000020142", "90011122233"
287, "2024-08-04", "Retorno", 797.95, 1, "Remoto", "10000020028", "90011122233"
288, "2024-05-31", "Atendimento agendado", 464.04, 1, "Presencial", "10000020062", "90011122233"
289, "2025-06-16", "Procedimento programado", 161.15, 3, "Remoto", "10000010004", "90011122233"
290, "2025-08-19", "Consulta", 248.1, 3, "Presencial", "10000020023", "90011122233"
291, "2025-05-12", "Atendimento agendado", 157.89, 2, "Presencial", "10000020151", "90011122233"
292, "2025-02-15", "Consulta", 722.77, 1, "Presencial", "10000020097", "90011122233"
293, "2024-12-11", "Urgência", 402.85, 1, "Remoto", "10000020075", "90011122233"
294, "2025-09-11", "Consulta", 665.76, 2, "Presencial", "10000020044", "90011122233"
295, "2024-06-11", "Consulta", 194.57, 3, "Remoto", "10000020075", "90011122233"
296, "2024-02-29", "Retorno", 326.26, 2, "Presencial", "10000020004", "90011122233"
297, "2025-06-01", "Procedimento programado", 495.53, 1, "Presencial", "10000020158", "90011122233"
298, "2025-04-30", "Atendimento agendado", 263.8, 1, "Remoto", "10000020137", "90011122233"
299, "2024-02-20", "Retorno", 950.28, 1, "Presencial", "10000020142", "90011122233"
300, "2024-01-10", "Procedimento programado", 584.56, 1, "Presencial", "10000020029", "90011122233"
301, "2025-10-20", "Urgência", 400.02, 2, "Remoto", "10000020104", "90011122233"
302, "2025-06-17", "Atendimento agendado", 273.86, 3, "Presencial", "10000020097", "90011122233"
303, "2025-05-08", "Consulta", 191.27, 1, "Remoto", "10000020082", "90011122233"
304, "2024-09-03", "Consulta", 1271.73, 2, "Remoto", "10000020149", "90011122233"
305, "2025-02-01", "Consulta", 729.89, 3, "Presencial", "10000020145", "90011122233"
306, "2025-01-02", "Atendimento agendado", 145.96, 1, "Presencial", "10000020072", "90011122233"
307, "2025-07-26", "Retorno", 608.16, 1, "Presencial", "10000020170", "90011122233"
308, "2025-03-06", "Urgência", 90.26, 1, "Remoto", "10000020091", "90011122233"
309, "2025-08-20", "Atendimento agendado", 447.38, 1, "Remoto", "10000020154", "90011122233"
310, "2024-02-25", "Retorno", 287.29, 1, "Remoto", "10000020031", "90011122233"
311, "2024-07-03", "Consulta", 389.04, 1, "Presencial", "10000020120", "90011122233"
312, "2024-06-21", "Atendimento agendado", 525.12, 1, "Remoto", "10000020191", "90011122233"
313, "2025-03-15", "Procedimento programado", 825.99, 1, "Presencial", "10000020094", "90011122233"
314, "2025-10-03", "Retorno", 427.5, 1, "Remoto", "10000020053", "90011122233"
315, "2024-06-20", "Consulta", 715.98, 1, "Remoto", "10000020007", "90011122233"
316, "2024-12-16", "Procedimento programado", 218.24, 1, "Presencial", "10000020087", "90011122233"
317, "2024-08-04", "Consulta", 331.39, 3, "Presencial", "10000020146", "90011122233"
318, "2024-09-18", "Atendimento agendado", 469.42, 1, "Presencial", "10000020155", "90011122233"
319, "2025-07-14", "Urgência", 882.75, 1, "Presencial", "10000020117", "90011122233"
320, "2024-05-20", "Procedimento programado", 423.3, 3, "Presencial", "10000020022", "90011122233"
321, "2024-07-23", "Urgência", 736.43, 1, "Remoto", "10000020129", "90011122233"
322, "2024-12-04", "Retorno", 762.08, 1, "Presencial", "10000010001", "90011122233"
323, "2024-03-17", "Consulta", 87.56, 1, "Remoto", "10000020061", "90011122233"
324, "2024-02-10", "Urgência", 1377.43, 1, "Remoto", "10000020088", "90011122233"
325, "2025-10-24", "Retorno", 464.84, 1, "Remoto", "10000020080", "90011122233"
326, "2025-04-12", "Urgência", 277.16, 2, "Remoto", "10000020094", "90011122233"
327, "2025-05-09", "Atendimento agendado", 1248.82, 2, "Presencial", "10000020169", "90011122233"
328, "2025-02-25", "Procedimento programado", 1017.75, 1, "Remoto", "10000020007", "90011122233"
329, "2025-09-25", "Consulta", 679.27, 1, "Remoto", "10000020106", "90011122233"
330, "2025-09-19", "Consulta", 613.57, 1, "Remoto", "10000010003", "90011122233"
331, "2024-09-03", "Urgência", 1045.97, 1, "Presencial", "10000020067", "90011122233"
332, "2025-04-03", "Consulta", 126.98, 2, "Remoto", "10000020123", "90011122233"
333, "2024-02-06", "Atendimento agendado", 863.46, 1, "Presencial", "10000020136", "90011122233"
334, "2024-08-16", "Procedimento programado", 441.54, 3, "Remoto", "10000020080", "90011122233"
335, "2024-10-25", "Atendimento agendado", 155.34, 1, "Presencial", "10000020129", "90011122233"
336, "2025-02-23", "Consulta", 211.69, 3, "Presencial", "10000020061", "90011122233"
337, "2024-12-12", "Consulta", 446.29, 2, "Presencial", "10000020189", "90011122233"
338, "2024-02-19", "Atendimento agendado", 938.42, 3, "Remoto", "10000020106", "90011122233"
339, "2025-09-12", "Urgência", 738.03, 2, "Remoto", "10000020125", "90011122233"
340, "2024-05-21", "Procedimento programado", 941.56, 3, "Remoto", "10000020150", "90011122233"
341, "2025-10-27", "Retorno", 1179.82, 3, "Remoto", "10000020124", "90011122233"
342, "2024-01-14", "Atendimento agendado", 199.93, 1, "Remoto", "10000020023", "90011122233"
343, "2024-10-20", "Urgência", 660.52, 1, "Remoto", "10000020033", "90011122233"
344, "2025-09-22", "Atendimento agendado", 744.86, 3, "Remoto", "10000020053", "90011122233"
345, "2025-03-02", "Urgência", 1249.03, 1, "Presencial", "10000020137", "90011122233"
346, "2025-10-25", "Urgência", 1158.47, 3, "Presencial", "10000020189", "90011122233"
347, "2025-06-10", "Consulta", 170.7, 1, "Remoto", "10000020092", "90011122233"
348, "2024-01-06", "Urgência", 630.25, 1, "Presencial", "10000020115", "90011122233"
349, "2025-09-22", "Urgência", 767.74, 3, "Remoto", "10000020121", "90011122233"
350, "2024-03-10", "Atendimento agendado", 712.55, 2, "Remoto", "10000020036", "90011122233"
351, "2024-12-05", "Urgência", 366.3, 1, "Presencial", "10000020088", "90011122233"
352, "2025-09-20", "Atendimento agendado", 242.44, 1, "Remoto", "10000020058", "90011122233"
353, "2024-10-16", "Consulta", 723.71, 1, "Remoto", "10000020128", "90011122233"
354, "2024-11-24", "Atendimento agendado", 884.84, 1, "Presencial", "10000020017", "90011122233"
355, "2025-07-04", "Procedimento programado", 78.41, 1, "Presencial", "10000020161", "90011122233"
356, "2024-02-25", "Retorno", 730.49, 3, "Presencial", "10000020060", "90011122233"
357, "2025-02-02", "Consulta", 958.45, 1, "Presencial", "10000020132", "90011122233"
358, "2025-09-13", "Consulta", 167.24, 2, "Remoto", "10000020068", "90011122233"
359, "2024-05-19", "Procedimento programado", 465.14, 1, "Presencial", "10000020135", "90011122233"
360, "2024-05-24", "Consulta", 567.03, 1, "Remoto", "10000020006", "90011122233"
361, "2025-06-08", "Retorno", 669.48, 1, "Presencial", "10000020037", "90011122233"
362, "2024-10-24", "Consulta", 581.7, 1, "Presencial", "10000020060", "90011122233"
363, "2024-07-17", "Urgência", 1243.15, 2, "Remoto", "10000020120", "90011122233"
364, "2024-01-05", "Urgência", 559.69, 1, "Remoto", "10000020059", "90011122233"
365, "2025-05-06", "Procedimento programado", 534.16, 1, "Remoto", "10000020110", "90011122233"
366, "2024-10-14", "Retorno", 1345.98, 1, "Remoto", "10000020133", "90011122233"
367, "2024-02-07", "Atendimento agendado", 742.9, 3, "Remoto", "10000020062", "90011122233"
368, "2024-04-02", "Procedimento programado", 787.32, 3, "Presencial", "10000020089", "90011122233"
369, "2025-08-02", "Retorno", 223.81, 2, "Remoto", "10000020184", "90011122233"
370, "2025-01-13", "Retorno", 711.16, 1, "Remoto", "10000020006", "90011122233"
371, "2025-10-26", "Urgência", 823.25, 3, "Remoto", "10000020022", "90011122233"
372, "2025-06-13", "Urgência", 644.49, 1, "Remoto", "10000020092", "90011122233"
373, "2024-01-07", "Atendimento agendado", 208.64, 2, "Presencial", "10000020031", "90011122233"
374, "2024-06-10", "Urgência", 411.14, 1, "Presencial", "10000020150", "90011122233"
375, "2025-05-05", "Retorno", 145.91, 1, "Remoto", "10000020147", "90011122233"
376, "2024-06-13", "Retorno", 674.28, 3, "Presencial", "10000020157", "90011122233"
377, "2025-10-14", "Consulta", 700.48, 1, "Presencial", "10000020180", "90011122233"
378, "2024-08-12", "Procedimento programado", 1090.54, 1, "Presencial", "10000020149", "90011122233"
379, "2024-08-23", "Procedimento programado", 669.89, 1, "Presencial", "10000020094", "90011122233"
380, "2024-04-08", "Retorno", 1134.41, 3, "Presencial", "10000020117", "90011122233"
381, "2025-10-26", "Procedimento programado", 753.82, 2, "Remoto", "10000020129", "90011122233"
382, "2025-01-25", "Urgência", 407.86, 3, "Presencial", "10000020146", "90011122233"
383, "2024-03-26", "Urgência", 581.86, 3, "Remoto", "10000020149", "90011122233"
384, "2025-08-14", "Atendimento agendado", 356.63, 3, "Presencial", "10000020026", "90011122233"
385, "2024-06-07", "Procedimento programado", 508.91, 3, "Remoto", "10000020162", "90011122233"
386, "2025-02-10", "Retorno", 240.33, 3, "Remoto", "10000020101", "90011122233"
387, "2025-08-14", "Urgência", 595.79, 2, "Presencial", "10000020194", "90011122233"
388, "2024-12-12", "Atendimento agendado", 667.44, 1, "Presencial", "10000020153", "90011122233"
389, "2025-09-06", "Procedimento programado", 506.77, 1, "Remoto", "10000020018", "90011122233"
390, "2025-01-28", "Procedimento programado", 731.5, 3, "Remoto", "10000020153", "90011122233"
391, "2025-06-14", "Urgência", 434.93, 1, "Presencial", "10000020045", "90011122233"
392, "2025-02-13", "Urgência", 1064.88, 2, "Remoto", "10000020167", "90011122233"
393, "2025-07-26", "Atendimento agendado", 747.29, 1, "Remoto", "10000020085", "90011122233"
394, "2024-01-05", "Urgência", 1012.05, 2, "Presencial", "10000020040", "90011122233"
395, "2024-09-13", "Procedimento programado", 561.2, 3, "Remoto", "10000020092", "90011122233"
396, "2024-01-29", "Procedimento programado", 650.12, 1, "Presencial", "10000020025", "90011122233"
397, "2024-12-27", "Atendimento agendado", 349.2, 1, "Remoto", "10000020133", "90011122233"
398, "2024-12-16", "Consulta", 720.74, 1, "Remoto", "10000020137", "90011122233"
399, "2024-07-06", "Retorno", 882.33, 1, "Presencial", "10000020123", "90011122233"
400, "2024-06-08", "Consulta", 1105.27, 1, "Remoto", "10000020026", "90011122233"
401, "2024-10-08", "Procedimento programado", 90.61, 3, "Remoto", "10000020042", "90011122233"
402, "2025-05-04", "Atendimento agendado", 782.38, 3, "Remoto", "10000020004", "90011122233"
403, "2025-06-14", "Procedimento programado", 995.34, 1, "Presencial", "10000020076", "90011122233"
404, "2024-07-10", "Atendimento agendado", 187.94, 1, "Remoto", "10000020063", "90011122233"
405, "2024-08-03", "Procedimento programado", 184.92, 1, "Remoto", "10000020175", "90011122233"
406, "2025-08-12", "Retorno", 851.3, 1, "Presencial", "10000020021", "90011122233"
407, "2025-03-07", "Procedimento programado", 471.6, 3, "Remoto", "10000020030", "90011122233"
408, "2024-02-18", "Procedimento programado", 679.23, 1, "Presencial", "10000020021", "90011122233"
409, "2025-04-05", "Urgência", 765.41, 1, "Remoto", "10000020062", "90011122233"
410, "2024-07-22", "Atendimento agendado", 554.89, 3, "Presencial", "10000020143", "90011122233"
411, "2025-04-02", "Consulta", 530.44, 3, "Remoto", "10000020093", "90011122233"
412, "2025-03-07", "Atendimento agendado", 221.16, 2, "Presencial", "10000020142", "90011122233"
413, "2025-10-30", "Urgência", 610.92, 1, "Remoto", "10000020177", "90011122233"
414, "2025-04-06", "Procedimento programado", 755.33, 1, "Presencial", "10000020038", "90011122233"
415, "2024-03-22", "Retorno", 461.33, 2, "Presencial", "10000020038", "90011122233"
416, "2025-02-10", "Atendimento agendado", 541.12, 1, "Presencial", "10000020191", "90011122233"
417, "2024-11-12", "Retorno", 521.43, 1, "Remoto", "10000020059", "90011122233"
418, "2024-11-29", "Procedimento programado", 1300.45, 3, "Remoto", "10000020115", "90011122233"
419, "2025-07-31", "Procedimento programado", 653.53, 3, "Remoto", "10000020130", "90011122233"
420, "2024-11-11", "Urgência", 442.49, 1, "Presencial", "10000020101", "90011122233"
421, "2024-12-18", "Urgência", 772.46, 3, "Presencial", "10000020116", "90011122233"
422, "2025-07-15", "Urgência", 586.2, 2, "Remoto", "10000020044", "90011122233"
423, "2025-02-03", "Procedimento programado", 263.51, 1, "Presencial", "10000020052", "90011122233"
424, "2025-06-28", "Urgência", 132.77, 1, "Presencial", "10000020101", "90011122233"
425, "2025-09-24", "Procedimento programado", 164.11, 3, "Remoto", "10000020065", "90011122233"
426, "2024-01-23", "Retorno", 224.61, 1, "Remoto", "10000020022", "90011122233"
427, "2024-01-16", "Procedimento programado", 397.76, 1, "Remoto", "10000020051", "90011122233"
428, "2024-12-04", "Consulta", 457.39, 1, "Presencial", "10000020188", "90011122233"
429, "2024-07-15", "Urgência", 1231.63, 1, "Presencial", "10000020093", "90011122233"
430, "2024-07-22", "Procedimento programado", 752.16, 1, "Presencial", "10000020184", "90011122233"
431, "2025-10-06", "Consulta", 199.04, 3, "Presencial", "10000020186", "90011122233"
432, "2024-08-11", "Consulta", 488.52, 2, "Remoto", "10000020056", "90011122233"
433, "2024-09-05", "Consulta", 1053.04, 3, "Remoto", "10000020006", "90011122233"
434, "2025-09-25", "Urgência", 144.37, 1, "Presencial", "10000020190", "90011122233"
435, "2024-11-20", "Atendimento agendado", 804.96, 1, "Remoto", "10000020161", "90011122233"
436, "2025-05-11", "Procedimento programado", 292.76, 1, "Remoto", "10000020139", "90011122233"
437, "2024-10-08", "Atendimento agendado", 662.31, 1, "Presencial", "10000020137", "90011122233"
438, "2025-06-02", "Procedimento programado", 482.92, 1, "Presencial", "10000020183", "90011122233"
439, "2025-05-24", "Atendimento agendado", 132.85, 3, "Remoto", "10000020035", "90011122233"
440, "2024-03-09", "Consulta", 193.71, 1, "Presencial", "10000020029", "90011122233"
441, "2025-08-07", "Procedimento programado", 504.47, 2, "Remoto", "10000020164", "90011122233"
442, "2024-01-14", "Retorno", 468.51, 2, "Presencial", "10000020163", "90011122233"
443, "2025-01-12", "Consulta", 234.37, 1, "Presencial", "10000020153", "90011122233"
444, "2025-06-28", "Procedimento programado", 1186.49, 1, "Presencial", "10000020044", "90011122233"
445, "2024-04-16", "Retorno", 1177.29, 3, "Remoto", "10000020042", "90011122233"
446, "2024-11-28", "Urgência", 1102.54, 2, "Remoto", "10000020101", "90011122233"
447, "2025-02-10", "Consulta", 1070.31, 1, "Remoto", "10000020181", "90011122233"
448, "2024-08-07", "Urgência", 316.74, 1, "Presencial", "10000020001", "90011122233"
449, "2024-09-28", "Urgência", 477.87, 1, "Presencial", "10000020145", "90011122233"
450, "2024-08-10", "Consulta", 496.42, 1, "Remoto", "10000020181", "90011122233"
451, "2024-02-08", "Atendimento agendado", 362.39, 1, "Presencial", "10000020093", "90011122233"
452, "2024-08-20", "Atendimento agendado", 454.95, 2, "Presencial", "10000010003", "90011122233"
453, "2024-11-30", "Atendimento agendado", 614.63, 1, "Presencial", "10000020174", "90011122233"
454, "2025-05-31", "Consulta", 302.13, 2, "Remoto", "10000020052", "90011122233"
455, "2025-08-08", "Consulta", 630.37, 2, "Remoto", "10000020136", "90011122233"
456, "2024-05-18", "Procedimento programado", 231.74, 1, "Remoto", "10000020139", "90011122233"
457, "2025-03-16", "Urgência", 323.95, 3, "Presencial", "10000020171", "90011122233"
458, "2024-11-24", "Urgência", 517.39, 1, "Remoto", "10000020148", "90011122233"
459, "2024-02-15", "Retorno", 1306.25, 1, "Presencial", "10000020047", "90011122233"
460, "2024-01-15", "Urgência", 298.91, 1, "Remoto", "10000020173", "90011122233"
461, "2025-07-04", "Retorno", 1058.55, 3, "Remoto", "10000020048", "90011122233"
462, "2025-06-23", "Consulta", 89.81, 1, "Presencial", "10000020061", "90011122233"
463, "2024-01-09", "Consulta", 700.56, 1, "Remoto", "10000020095", "90011122233"
464, "2025-01-30", "Retorno", 189.81, 3, "Presencial", "10000020093", "90011122233"
465, "2025-04-13", "Atendimento agendado", 417.45, 1, "Presencial", "10000020178", "90011122233"
466, "2024-06-09", "Consulta", 1316.34, 1, "Remoto", "10000020084", "90011122233"
467, "2024-01-31", "Atendimento agendado", 115.85, 1, "Presencial", "10000020067", "90011122233"
468, "2025-06-17", "Atendimento agendado", 777.9, 1, "Remoto", "10000020156", "90011122233"
469, "2024-12-03", "Procedimento programado", 1069.49, 1, "Presencial", "10000020134", "90011122233"
470, "2025-08-01", "Retorno", 595.31, 1, "Presencial", "10000020077", "90011122233"
471, "2025-02-27", "Procedimento programado", 148.66, 2, "Remoto", "10000020073", "90011122233"
472, "2025-09-18", "Atendimento agendado", 1131.64, 3, "Presencial", "10000020064", "90011122233"
473, "2024-05-17", "Atendimento agendado", 405.39, 2, "Remoto", "10000020150", "90011122233"
474, "2024-07-16", "Retorno", 606.77, 2, "Presencial", "10000020004", "90011122233"
475, "2024-07-28", "Consulta", 1347.85, 2, "Remoto", "10000020041", "90011122233"
476, "2025-01-24", "Urgência", 831.71, 3, "Presencial", "10000020096", "90011122233"
477, "2024-02-10", "Atendimento agendado", 348.53, 3, "Presencial", "10000020095", "90011122233"
478, "2024-10-19", "Procedimento programado", 989.67, 2, "Remoto", "10000020038", "90011122233"
479, "2024-07-03", "Atendimento agendado", 388.16, 3, "Presencial", "10000020174", "90011122233"
480, "2025-04-09", "Atendimento agendado", 568.79, 1, "Remoto", "10000020178", "90011122233"
481, "2024-06-16", "Consulta", 776.87, 1, "Remoto", "10000020019", "90011122233"
482, "2024-02-14", "Retorno", 626.87, 3, "Presencial", "10000020081", "90011122233"
483, "2025-03-05", "Urgência", 1240.83, 2, "Remoto", "10000020075", "90011122233"
484, "2024-01-13", "Procedimento programado", 570.27, 2, "Presencial", "10000020123", "90011122233"
485, "2025-09-07", "Atendimento agendado", 266.17, 1, "Remoto", "10000010002", "90011122233"
486, "2025-08-14", "Atendimento agendado", 795.3, 1, "Presencial", "10000020072", "90011122233"
487, "2024-10-18", "Atendimento agendado", 119.84, 3, "Presencial", "10000020165", "90011122233"
488, "2024-11-26", "Urgência", 700.02, 1, "Remoto", "10000020093", "90011122233"
489, "2025-06-21", "Retorno", 593.06, 1, "Presencial", "10000020174", "90011122233"
490, "2024-10-21", "Procedimento programado", 930.1, 1, "Remoto", "10000020151", "90011122233"
491, "2025-09-16", "Retorno", 398.66, 1, "Presencial", "10000020177", "90011122233"
492, "2024-07-31", "Atendimento agendado", 58.47, 2, "Presencial", "10000020102", "90011122233"
493, "2024-10-15", "Urgência", 482.42, 1, "Remoto", "10000020013", "90011122233"
494, "2025-09-22", "Consulta", 647.94, 1, "Remoto", "10000020040", "90011122233"
495, "2024-05-19", "Procedimento programado", 676.33, 2, "Remoto", "10000020035", "90011122233"
496, "2025-08-01", "Urgência", 99.66, 3, "Presencial", "10000020138", "90011122233"
497, "2024-10-14", "Consulta", 1078.77, 2, "Presencial", "10000020082", "90011122233"
498, "2025-02-27", "Consulta", 443.83, 1, "Remoto", "10000020123", "90011122233"
499, "2024-04-24", "Urgência", 728.72, 1, "Presencial", "10000020005", "90011122233"
500, "2024-07-13", "Urgência", 666.6, 3, "Remoto", "10000020119", "90011122233"
}

ItemAtendimento = {
	idAtendimento:number, idProcedimento:number, CPF_Dentista:string, comissaoDentista:number, qtd:number, valorUnit:number, descontoItem:number
1, 6, "20202020202", 359.88, 1, 719.77, 0.0
2, 4, "10101010101", 180.57, 1, 361.15, 0.0
2, 6, "20202020202", 180.91, 1, 361.83, 0.0
3, 7, "20202020202", 19.05, 1, 54.42, 0.0
3, 6, "20202020202", 307.56, 1, 615.11, 0.0
4, 5, "20202020202", 207.12, 1, 414.23, 0.0
5, 1, "20202020202", 246.96, 1, 493.92, 0.0
6, 3, "10101010101", 122.56, 1, 245.12, 0.0
7, 7, "20202020202", 236.66, 1, 676.18, 0.0
8, 2, "10101010101", 307.83, 1, 615.67, 0.0
8, 4, "10101010101", 339.71, 1, 679.42, 0.0
9, 4, "20202020202", 287.3, 1, 574.6, 0.0
9, 6, "10101010101", 252.21, 1, 504.42, 0.0
10, 7, "20202020202", 264.63, 1, 756.1, 0.0
11, 5, "10101010101", 323.58, 1, 647.17, 0.0
11, 1, "20202020202", 224.78, 1, 449.56, 0.0
12, 8, "10101010101", 131.3, 1, 375.14, 0.0
13, 5, "20202020202", 199.33, 1, 398.66, 0.0
14, 8, "10101010101", 214.5, 1, 612.86, 0.0
15, 3, "20202020202", 104.55, 1, 209.09, 0.0
16, 4, "10101010101", 115.51, 1, 231.02, 0.0
16, 7, "20202020202", 163.23, 1, 466.38, 0.0
17, 4, "20202020202", 284.42, 1, 568.84, 0.0
18, 6, "20202020202", 288.57, 1, 577.14, 0.0
19, 2, "10101010101", 96.83, 1, 193.66, 0.0
20, 4, "20202020202", 110.31, 1, 220.61, 0.0
21, 1, "10101010101", 232.51, 1, 465.02, 0.0
22, 8, "20202020202", 106.94, 1, 305.53, 0.0
23, 2, "10101010101", 81.9, 1, 163.8, 0.0
24, 4, "20202020202", 193.94, 1, 387.89, 0.0
24, 8, "20202020202", 243.29, 1, 695.12, 0.0
25, 4, "20202020202", 272.66, 1, 545.32, 0.0
26, 7, "20202020202", 198.46, 1, 567.03, 0.0
27, 8, "10101010101", 197.94, 1, 565.54, 0.0
27, 5, "10101010101", 184.43, 1, 368.85, 0.0
28, 3, "20202020202", 248.14, 1, 496.28, 0.0
29, 7, "20202020202", 148.87, 1, 425.35, 0.0
29, 8, "20202020202", 38.62, 1, 110.33, 0.0
30, 4, "10101010101", 399.84, 1, 799.68, 0.0
31, 8, "20202020202", 65.14, 1, 186.12, 0.0
31, 7, "20202020202", 271.88, 1, 776.79, 0.0
32, 6, "20202020202", 285.13, 1, 570.26, 0.0
33, 5, "20202020202", 68.47, 1, 136.94, 0.0
34, 1, "10101010101", 219.41, 1, 438.83, 0.0
35, 3, "20202020202", 189.29, 1, 378.59, 0.0
36, 3, "20202020202", 231.56, 1, 463.13, 0.0
36, 7, "10101010101", 76.49, 1, 218.53, 0.0
37, 5, "20202020202", 180.81, 1, 361.62, 0.0
37, 8, "20202020202", 81.48, 1, 232.8, 0.0
38, 5, "20202020202", 152.46, 1, 304.91, 0.0
39, 8, "20202020202", 108.09, 1, 308.84, 0.0
40, 4, "20202020202", 112.58, 1, 225.17, 0.0
40, 7, "10101010101", 101.02, 1, 288.63, 0.0
41, 3, "20202020202", 351.14, 1, 702.28, 0.0
42, 3, "10101010101", 201.06, 1, 402.12, 0.0
43, 7, "20202020202", 182.03, 1, 520.1, 0.0
44, 5, "10101010101", 305.04, 1, 610.07, 0.0
44, 7, "10101010101", 217.1, 1, 620.28, 0.0
45, 6, "10101010101", 135.01, 1, 270.03, 0.0
46, 3, "10101010101", 90.65, 1, 181.3, 0.0
46, 7, "10101010101", 148.14, 1, 423.25, 0.0
47, 1, "20202020202", 362.95, 1, 725.91, 0.0
48, 5, "20202020202", 283.87, 1, 567.74, 0.0
48, 8, "20202020202", 69.79, 1, 199.41, 0.0
49, 5, "20202020202", 33.23, 1, 66.45, 0.0
49, 7, "20202020202", 19.62, 1, 56.07, 0.0
50, 6, "10101010101", 263.73, 1, 527.46, 0.0
51, 8, "10101010101", 169.64, 1, 484.68, 0.0
52, 4, "10101010101", 319.94, 1, 639.88, 0.0
53, 5, "20202020202", 326.58, 1, 653.17, 0.0
54, 6, "10101010101", 321.5, 1, 643.01, 0.0
54, 1, "20202020202", 226.22, 1, 452.43, 0.0
55, 4, "20202020202", 34.38, 1, 68.77, 0.0
56, 5, "20202020202", 68.75, 1, 137.51, 0.0
56, 1, "10101010101", 139.13, 1, 278.27, 0.0
57, 8, "20202020202", 193.5, 1, 552.86, 0.0
58, 2, "20202020202", 255.87, 1, 511.74, 0.0
58, 5, "10101010101", 283.86, 1, 567.71, 0.0
59, 6, "20202020202", 47.7, 1, 95.41, 0.0
59, 5, "10101010101", 388.08, 1, 776.16, 0.0
60, 6, "10101010101", 395.81, 1, 791.62, 0.0
61, 4, "10101010101", 148.21, 1, 296.42, 0.0
61, 3, "10101010101", 128.98, 1, 257.96, 0.0
62, 1, "10101010101", 30.57, 1, 61.15, 0.0
62, 4, "20202020202", 30.92, 1, 61.84, 0.0
63, 2, "20202020202", 193.1, 1, 386.21, 0.0
63, 6, "10101010101", 194.5, 1, 389.0, 0.0
64, 1, "10101010101", 399.47, 1, 798.94, 0.0
65, 6, "10101010101", 49.63, 1, 99.26, 0.0
