group: algebra

Paciente = {
	CPF_Paciente:string, email:string, nome:string, endereco_UF:string, endereco_lagradouro:string, endereco_bairro:string, endereco_CEP:string, endereco_numero:string, endereco_cidade:string
	196, 2025-10-02, "Procedimento programado", 278.49, 3, "Clinico", "10000020148", "90011122233"
	197, 2024-12-06, "Atendimento agendado", 275.33, 1, "Clinico", "10000020093", "90011122233"
	198, 2024-07-24, "Procedimento programado", 775.82, 1, "Clinico", "10000020076", "90011122233"
	199, 2024-11-29, "Procedimento programado", 561.28, 2, "Clinico", "10000020067", "90011122233"
	200, 2024-01-28, "Procedimento programado", 554.73, 1, "Clinico", "10000020177", "90011122233"
	201, 2025-10-10, "Urgencia", 556.25, 1, "Clinico", "10000020057", "90011122233"
	202, 2025-03-04, "Atendimento agendado", 174.75, 1, "Clinico", "10000020005", "90011122233"
	203, 2024-02-15, "Atendimento agendado", 123.95, 2, "Clinico", "10000020161", "90011122233"
	204, 2025-06-06, "Atendimento agendado", 397.3, 3, "Clinico", "10000020138", "90011122233"
	205, 2025-08-25, "Atendimento agendado", 361.98, 1, "Clinico", "10000020034", "90011122233"
	206, 2024-04-28, "Retorno", 311.23, 1, "Clinico", "10000020085", "90011122233"
	207, 2025-03-24, "Procedimento programado", 686.89, 1, "Clinico", "10000020077", "90011122233"
	208, 2024-04-21, "Retorno", 1118.21, 1, "Clinico", "10000020185", "90011122233"
	209, 2024-07-07, "Retorno", 494.15, 2, "Clinico", "10000020159", "90011122233"
	210, 2024-01-05, "Retorno", 459.81, 1, "Clinico", "10000020048", "90011122233"
	211, 2025-05-16, "Atendimento agendado", 971.24, 1, "Clinico", "10000020159", "90011122233"
	212, 2024-10-31, "Atendimento agendado", 279.04, 1, "Clinico", "10000020147", "90011122233"
	213, 2025-01-17, "Retorno", 833.46, 2, "Clinico", "10000020126", "90011122233"
	214, 2024-10-22, "Retorno", 960.23, 1, "Clinico", "10000020043", "90011122233"
	215, 2025-07-29, "Atendimento agendado", 758.05, 2, "Clinico", "10000020163", "90011122233"
	216, 2024-02-01, "Retorno", 635.56, 1, "Clinico", "10000020070", "90011122233"
	217, 2025-05-22, "Atendimento agendado", 620.0, 1, "Clinico", "10000020126", "90011122233"
	218, 2025-07-13, "Retorno", 247.11, 1, "Clinico", "10000020104", "90011122233"
	219, 2025-03-25, "Consulta", 834.64, 1, "Clinico", "10000020194", "90011122233"
	220, 2025-08-06, "Urgencia", 479.55, 1, "Clinico", "10000020132", "90011122233"
	221, 2024-04-07, "Retorno", 237.26, 2, "Clinico", "10000020188", "90011122233"
	222, 2024-11-25, "Retorno", 331.38, 2, "Clinico", "10000020190", "90011122233"
	223, 2025-10-10, "Consulta", 1464.37, 3, "Clinico", "10000020099", "90011122233"
	224, 2024-04-05, "Procedimento programado", 1027.5, 1, "Clinico", "10000020158", "90011122233"
	225, 2024-12-11, "Atendimento agendado", 124.68, 1, "Clinico", "10000020143", "90011122233"
	226, 2024-01-17, "Consulta", 796.77, 2, "Clinico", "10000020036", "90011122233"
	227, 2025-10-27, "Urgencia", 459.08, 1, "Clinico", "10000020036", "90011122233"
	228, 2024-08-27, "Procedimento programado", 108.45, 1, "Clinico", "10000020163", "90011122233"
	229, 2024-08-19, "Atendimento agendado", 791.12, 2, "Clinico", "10000020170", "90011122233"
	230, 2024-05-15, "Procedimento programado", 285.01, 1, "Clinico", "10000020014", "90011122233"
	231, 2024-05-20, "Procedimento programado", 380.07, 1, "Clinico", "10000020194", "90011122233"
	232, 2024-08-06, "Retorno", 155.01, 3, "Clinico", "10000020101", "90011122233"
	233, 2025-08-26, "Procedimento programado", 533.47, 2, "Clinico", "10000020085", "90011122233"
	234, 2025-07-20, "Atendimento agendado", 475.74, 3, "Clinico", "10000020149", "90011122233"
	235, 2024-09-02, "Procedimento programado", 790.16, 1, "Clinico", "10000020094", "90011122233"
	236, 2024-05-15, "Procedimento programado", 1256.36, 2, "Clinico", "10000020141", "90011122233"
	237, 2024-09-25, "Retorno", 898.08, 1, "Clinico", "10000020006", "90011122233"
	238, 2025-09-22, "Retorno", 452.29, 1, "Clinico", "10000020067", "90011122233"
	239, 2025-08-23, "Consulta", 743.47, 2, "Clinico", "10000020075", "90011122233"
	240, 2025-04-09, "Atendimento agendado", 232.37, 1, "Clinico", "10000020151", "90011122233"
	241, 2025-06-19, "Atendimento agendado", 599.7, 1, "Clinico", "10000020180", "90011122233"
	242, 2024-01-31, "Urgencia", 391.4, 1, "Clinico", "10000020105", "90011122233"
	243, 2024-02-26, "Procedimento programado", 720.7, 1, "Clinico", "10000020141", "90011122233"
	244, 2024-04-28, "Retorno", 84.49, 3, "Clinico", "10000020185", "90011122233"
	245, 2025-01-27, "Retorno", 362.19, 1, "Clinico", "10000020041", "90011122233"
	246, 2024-11-23, "Urgencia", 217.39, 3, "Clinico", "10000020015", "90011122233"
	247, 2024-02-17, "Procedimento programado", 464.82, 2, "Clinico", "10000020013", "90011122233"
	248, 2025-01-12, "Retorno", 925.56, 3, "Clinico", "10000020070", "90011122233"
	249, 2024-09-08, "Retorno", 763.24, 2, "Clinico", "10000010002", "90011122233"
	250, 2025-01-20, "Urgencia", 779.42, 1, "Clinico", "10000020022", "90011122233"
	251, 2024-10-13, "Consulta", 1209.99, 1, "Clinico", "10000020007", "90011122233"
	252, 2025-02-07, "Consulta", 268.76, 3, "Clinico", "10000020147", "90011122233"
	253, 2025-02-06, "Urgencia", 152.08, 2, "Clinico", "10000020077", "90011122233"
	254, 2024-04-21, "Retorno", 140.55, 1, "Clinico", "10000020023", "90011122233"
	255, 2024-07-31, "Procedimento programado", 655.7, 2, "Clinico", "10000020074", "90011122233"
	256, 2025-09-09, "Consulta", 347.18, 1, "Clinico", "10000020051", "90011122233"
	257, 2024-11-02, "Urgencia", 396.53, 1, "Clinico", "10000020040", "90011122233"
	258, 2024-05-04, "Consulta", 564.71, 1, "Clinico", "10000020011", "90011122233"
	259, 2024-03-27, "Atendimento agendado", 726.87, 1, "Clinico", "10000020146", "90011122233"
	260, 2024-05-11, "Consulta", 743.1, 1, "Clinico", "10000020080", "90011122233"
	261, 2025-02-08, "Procedimento programado", 731.23, 2, "Clinico", "10000020003", "90011122233"
	262, 2024-10-13, "Procedimento programado", 474.78, 1, "Clinico", "10000020034", "90011122233"
	263, 2024-05-20, "Procedimento programado", 1094.83, 3, "Clinico", "10000020047", "90011122233"
	264, 2024-12-18, "Atendimento agendado", 289.16, 1, "Clinico", "10000020124", "90011122233"
	265, 2024-01-31, "Urgencia", 575.37, 2, "Clinico", "10000020010", "90011122233"
	266, 2024-02-27, "Retorno", 494.39, 2, "Clinico", "10000020143", "90011122233"
	267, 2025-01-02, "Atendimento agendado", 535.06, 1, "Clinico", "10000020003", "90011122233"
	268, 2024-08-26, "Atendimento agendado", 654.83, 1, "Clinico", "10000020052", "90011122233"
	269, 2024-06-30, "Urgencia", 1015.05, 1, "Clinico", "10000020011", "90011122233"
	270, 2025-02-09, "Atendimento agendado", 599.26, 1, "Clinico", "10000020021", "90011122233"
	271, 2025-10-16, "Procedimento programado", 829.27, 1, "Clinico", "10000020162", "90011122233"
	272, 2024-10-28, "Retorno", 1254.31, 1, "Clinico", "10000020041", "90011122233"
	273, 2024-12-05, "Consulta", 384.97, 1, "Clinico", "10000020056", "90011122233"
	274, 2024-08-02, "Retorno", 86.11, 1, "Clinico", "10000020173", "90011122233"
	275, 2025-03-05, "Retorno", 671.61, 2, "Clinico", "10000020101", "90011122233"
	276, 2025-10-28, "Retorno", 289.04, 2, "Clinico", "10000020037", "90011122233"
	277, 2024-03-16, "Urgencia", 676.95, 2, "Clinico", "10000020039", "90011122233"
	278, 2024-06-17, "Atendimento agendado", 780.8, 1, "Clinico", "10000020107", "90011122233"
	279, 2025-07-21, "Atendimento agendado", 344.68, 1, "Clinico", "10000020063", "90011122233"
	280, 2025-05-17, "Retorno", 667.92, 1, "Clinico", "10000020009", "90011122233"
	281, 2025-09-06, "Procedimento programado", 782.79, 1, "Clinico", "10000020047", "90011122233"
	282, 2024-04-28, "Urgencia", 859.67, 2, "Clinico", "10000020097", "90011122233"
	283, 2025-01-13, "Retorno", 219.68, 1, "Clinico", "10000020110", "90011122233"
	284, 2025-07-31, "Consulta", 1458.63, 1, "Clinico", "10000020034", "90011122233"
	285, 2025-03-04, "Atendimento agendado", 346.1, 2, "Clinico", "10000020171", "90011122233"
	286, 2024-02-05, "Atendimento agendado", 761.8, 3, "Clinico", "10000020142", "90011122233"
	287, 2024-08-04, "Retorno", 797.95, 1, "Clinico", "10000020028", "90011122233"
	288, 2024-05-31, "Atendimento agendado", 464.04, 1, "Clinico", "10000020062", "90011122233"
	289, 2025-06-16, "Procedimento programado", 161.15, 3, "Clinico", "10000010004", "90011122233"
	290, 2025-08-19, "Consulta", 248.1, 3, "Clinico", "10000020023", "90011122233"
	291, 2025-05-12, "Atendimento agendado", 157.89, 2, "Clinico", "10000020151", "90011122233"
	292, 2025-02-15, "Consulta", 722.77, 1, "Clinico", "10000020097", "90011122233"
	293, 2024-12-11, "Urgencia", 402.85, 1, "Clinico", "10000020075", "90011122233"
	294, 2025-09-11, "Consulta", 665.76, 2, "Clinico", "10000020044", "90011122233"
	295, 2024-06-11, "Consulta", 194.57, 3, "Clinico", "10000020075", "90011122233"
	296, 2024-02-29, "Retorno", 326.26, 2, "Clinico", "10000020004", "90011122233"
	297, 2025-06-01, "Procedimento programado", 495.53, 1, "Clinico", "10000020158", "90011122233"
	298, 2025-04-30, "Atendimento agendado", 263.8, 1, "Clinico", "10000020137", "90011122233"
	299, 2024-02-20, "Retorno", 950.28, 1, "Clinico", "10000020142", "90011122233"
	300, 2024-01-10, "Procedimento programado", 584.56, 1, "Clinico", "10000020029", "90011122233"
	301, 2025-10-20, "Urgencia", 400.02, 2, "Clinico", "10000020104", "90011122233"
	302, 2025-06-17, "Atendimento agendado", 273.86, 3, "Clinico", "10000020097", "90011122233"
	303, 2025-05-08, "Consulta", 191.27, 1, "Clinico", "10000020082", "90011122233"
	304, 2024-09-03, "Consulta", 1271.73, 2, "Clinico", "10000020149", "90011122233"
	305, 2025-02-01, "Consulta", 729.89, 3, "Clinico", "10000020145", "90011122233"
	306, 2025-01-02, "Atendimento agendado", 145.96, 1, "Clinico", "10000020072", "90011122233"
	307, 2025-07-26, "Retorno", 608.16, 1, "Clinico", "10000020170", "90011122233"
	308, 2025-03-06, "Urgencia", 90.26, 1, "Clinico", "10000020091", "90011122233"
	309, 2025-08-20, "Atendimento agendado", 447.38, 1, "Clinico", "10000020154", "90011122233"
	310, 2024-02-25, "Retorno", 287.29, 1, "Clinico", "10000020031", "90011122233"
	311, 2024-07-03, "Consulta", 389.04, 1, "Clinico", "10000020120", "90011122233"
	312, 2024-06-21, "Atendimento agendado", 525.12, 1, "Clinico", "10000020191", "90011122233"
	313, 2025-03-15, "Procedimento programado", 825.99, 1, "Clinico", "10000020094", "90011122233"
	314, 2025-10-03, "Retorno", 427.5, 1, "Clinico", "10000020053", "90011122233"
	315, 2024-06-20, "Consulta", 715.98, 1, "Clinico", "10000020007", "90011122233"
	316, 2024-12-16, "Procedimento programado", 218.24, 1, "Clinico", "10000020087", "90011122233"
	317, 2024-08-04, "Consulta", 331.39, 3, "Clinico", "10000020146", "90011122233"
	318, 2024-09-18, "Atendimento agendado", 469.42, 1, "Clinico", "10000020155", "90011122233"
	319, 2025-07-14, "Urgencia", 882.75, 1, "Clinico", "10000020117", "90011122233"
	320, 2024-05-20, "Procedimento programado", 423.3, 3, "Clinico", "10000020022", "90011122233"
	321, 2024-07-23, "Urgencia", 736.43, 1, "Clinico", "10000020129", "90011122233"
	322, 2024-12-04, "Retorno", 762.08, 1, "Clinico", "10000010001", "90011122233"
	323, 2024-03-17, "Consulta", 87.56, 1, "Clinico", "10000020061", "90011122233"
	324, 2024-02-10, "Urgencia", 1377.43, 1, "Clinico", "10000020088", "90011122233"
	325, 2025-10-24, "Retorno", 464.84, 1, "Clinico", "10000020080", "90011122233"
	326, 2025-04-12, "Urgencia", 277.16, 2, "Clinico", "10000020094", "90011122233"
	327, 2025-05-09, "Atendimento agendado", 1248.82, 2, "Clinico", "10000020169", "90011122233"
	328, 2025-02-25, "Procedimento programado", 1017.75, 1, "Clinico", "10000020007", "90011122233"
	329, 2025-09-25, "Consulta", 679.27, 1, "Clinico", "10000020106", "90011122233"
	330, 2025-09-19, "Consulta", 613.57, 1, "Clinico", "10000010003", "90011122233"
	331, 2024-09-03, "Urgencia", 1045.97, 1, "Clinico", "10000020067", "90011122233"
	332, 2025-04-03, "Consulta", 126.98, 2, "Clinico", "10000020123", "90011122233"
	333, 2024-02-06, "Atendimento agendado", 863.46, 1, "Clinico", "10000020136", "90011122233"
	334, 2024-08-16, "Procedimento programado", 441.54, 3, "Clinico", "10000020080", "90011122233"
	335, 2024-10-25, "Atendimento agendado", 155.34, 1, "Clinico", "10000020129", "90011122233"
	336, 2025-02-23, "Consulta", 211.69, 3, "Clinico", "10000020061", "90011122233"
	337, 2024-12-12, "Consulta", 446.29, 2, "Clinico", "10000020189", "90011122233"
	338, 2024-02-19, "Atendimento agendado", 938.42, 3, "Clinico", "10000020106", "90011122233"
	339, 2025-09-12, "Urgencia", 738.03, 2, "Clinico", "10000020125", "90011122233"
	340, 2024-05-21, "Procedimento programado", 941.56, 3, "Clinico", "10000020150", "90011122233"
	341, 2025-10-27, "Retorno", 1179.82, 3, "Clinico", "10000020124", "90011122233"
	342, 2024-01-14, "Atendimento agendado", 199.93, 1, "Clinico", "10000020023", "90011122233"
	343, 2024-10-20, "Urgencia", 660.52, 1, "Clinico", "10000020033", "90011122233"
	344, 2025-09-22, "Atendimento agendado", 744.86, 3, "Clinico", "10000020053", "90011122233"
	345, 2025-03-02, "Urgencia", 1249.03, 1, "Clinico", "10000020137", "90011122233"
	346, 2025-10-25, "Urgencia", 1158.47, 3, "Clinico", "10000020189", "90011122233"
	347, 2025-06-10, "Consulta", 170.7, 1, "Clinico", "10000020092", "90011122233"
	348, 2024-01-06, "Urgencia", 630.25, 1, "Clinico", "10000020115", "90011122233"
	349, 2025-09-22, "Urgencia", 767.74, 3, "Clinico", "10000020121", "90011122233"
	350, 2024-03-10, "Atendimento agendado", 712.55, 2, "Clinico", "10000020036", "90011122233"
	351, 2024-12-05, "Urgencia", 366.3, 1, "Clinico", "10000020088", "90011122233"
	352, 2025-09-20, "Atendimento agendado", 242.44, 1, "Clinico", "10000020058", "90011122233"
	353, 2024-10-16, "Consulta", 723.71, 1, "Clinico", "10000020128", "90011122233"
	354, 2024-11-24, "Atendimento agendado", 884.84, 1, "Clinico", "10000020017", "90011122233"
	355, 2025-07-04, "Procedimento programado", 78.41, 1, "Clinico", "10000020161", "90011122233"
	356, 2024-02-25, "Retorno", 730.49, 3, "Clinico", "10000020060", "90011122233"
	357, 2025-02-02, "Consulta", 958.45, 1, "Clinico", "10000020132", "90011122233"
	358, 2025-09-13, "Consulta", 167.24, 2, "Clinico", "10000020068", "90011122233"
	359, 2024-05-19, "Procedimento programado", 465.14, 1, "Clinico", "10000020135", "90011122233"
	360, 2024-05-24, "Consulta", 567.03, 1, "Clinico", "10000020006", "90011122233"
	361, 2025-06-08, "Retorno", 669.48, 1, "Clinico", "10000020037", "90011122233"
	362, 2024-10-24, "Consulta", 581.7, 1, "Clinico", "10000020060", "90011122233"
	363, 2024-07-17, "Urgencia", 1243.15, 2, "Clinico", "10000020120", "90011122233"
	364, 2024-01-05, "Urgencia", 559.69, 1, "Clinico", "10000020059", "90011122233"
	365, 2025-05-06, "Procedimento programado", 534.16, 1, "Clinico", "10000020110", "90011122233"
	366, 2024-10-14, "Retorno", 1345.98, 1, "Clinico", "10000020133", "90011122233"
	367, 2024-02-07, "Atendimento agendado", 742.9, 3, "Clinico", "10000020062", "90011122233"
	368, 2024-04-02, "Procedimento programado", 787.32, 3, "Clinico", "10000020089", "90011122233"
	369, 2025-08-02, "Retorno", 223.81, 2, "Clinico", "10000020184", "90011122233"
	370, 2025-01-13, "Retorno", 711.16, 1, "Clinico", "10000020006", "90011122233"
	371, 2025-10-26, "Urgencia", 823.25, 3, "Clinico", "10000020022", "90011122233"
	372, 2025-06-13, "Urgencia", 644.49, 1, "Clinico", "10000020092", "90011122233"
	373, 2024-01-07, "Atendimento agendado", 208.64, 2, "Clinico", "10000020031", "90011122233"
	374, 2024-06-10, "Urgencia", 411.14, 1, "Clinico", "10000020150", "90011122233"
	375, 2025-05-05, "Retorno", 145.91, 1, "Clinico", "10000020147", "90011122233"
	376, 2024-06-13, "Retorno", 674.28, 3, "Clinico", "10000020157", "90011122233"
	377, 2025-10-14, "Consulta", 700.48, 1, "Clinico", "10000020180", "90011122233"
	378, 2024-08-12, "Procedimento programado", 1090.54, 1, "Clinico", "10000020149", "90011122233"
	379, 2024-08-23, "Procedimento programado", 669.89, 1, "Clinico", "10000020094", "90011122233"
	380, 2024-04-08, "Retorno", 1134.41, 3, "Clinico", "10000020117", "90011122233"
	381, 2025-10-26, "Procedimento programado", 753.82, 2, "Clinico", "10000020129", "90011122233"
	382, 2025-01-25, "Urgencia", 407.86, 3, "Clinico", "10000020146", "90011122233"
	383, 2024-03-26, "Urgencia", 581.86, 3, "Clinico", "10000020149", "90011122233"
	384, 2025-08-14, "Atendimento agendado", 356.63, 3, "Clinico", "10000020026", "90011122233"
	385, 2024-06-07, "Procedimento programado", 508.91, 3, "Clinico", "10000020162", "90011122233"
	386, 2025-02-10, "Retorno", 240.33, 3, "Clinico", "10000020101", "90011122233"
	387, 2025-08-14, "Urgencia", 595.79, 2, "Clinico", "10000020194", "90011122233"
	388, 2024-12-12, "Atendimento agendado", 667.44, 1, "Clinico", "10000020153", "90011122233"
	389, 2025-09-06, "Procedimento programado", 506.77, 1, "Clinico", "10000020018", "90011122233"
	390, 2025-01-28, "Procedimento programado", 731.5, 3, "Clinico", "10000020153", "90011122233"
	391, 2025-06-14, "Urgencia", 434.93, 1, "Clinico", "10000020045", "90011122233"
	392, 2025-02-13, "Urgencia", 1064.88, 2, "Clinico", "10000020167", "90011122233"
	393, 2025-07-26, "Atendimento agendado", 747.29, 1, "Clinico", "10000020085", "90011122233"
	394, 2024-01-05, "Urgencia", 1012.05, 2, "Clinico", "10000020040", "90011122233"
	395, 2024-09-13, "Procedimento programado", 561.2, 3, "Clinico", "10000020092", "90011122233"
	396, 2024-01-29, "Procedimento programado", 650.12, 1, "Clinico", "10000020025", "90011122233"
	397, 2024-12-27, "Atendimento agendado", 349.2, 1, "Clinico", "10000020133", "90011122233"
	398, 2024-12-16, "Consulta", 720.74, 1, "Clinico", "10000020137", "90011122233"
	399, 2024-07-06, "Retorno", 882.33, 1, "Clinico", "10000020123", "90011122233"
	400, 2024-06-08, "Consulta", 1105.27, 1, "Clinico", "10000020026", "90011122233"
	401, 2024-10-08, "Procedimento programado", 90.61, 3, "Clinico", "10000020042", "90011122233"
	402, 2025-05-04, "Atendimento agendado", 782.38, 3, "Clinico", "10000020004", "90011122233"
	403, 2025-06-14, "Procedimento programado", 995.34, 1, "Clinico", "10000020076", "90011122233"
	404, 2024-07-10, "Atendimento agendado", 187.94, 1, "Clinico", "10000020063", "90011122233"
	405, 2024-08-03, "Procedimento programado", 184.92, 1, "Clinico", "10000020175", "90011122233"
	406, 2025-08-12, "Retorno", 851.3, 1, "Clinico", "10000020021", "90011122233"
	407, 2025-03-07, "Procedimento programado", 471.6, 3, "Clinico", "10000020030", "90011122233"
	408, 2024-02-18, "Procedimento programado", 679.23, 1, "Clinico", "10000020021", "90011122233"
	409, 2025-04-05, "Urgencia", 765.41, 1, "Clinico", "10000020062", "90011122233"
	410, 2024-07-22, "Atendimento agendado", 554.89, 3, "Clinico", "10000020143", "90011122233"
	411, 2025-04-02, "Consulta", 530.44, 3, "Clinico", "10000020093", "90011122233"
	412, 2025-03-07, "Atendimento agendado", 221.16, 2, "Clinico", "10000020142", "90011122233"
	413, 2025-10-30, "Urgencia", 610.92, 1, "Clinico", "10000020177", "90011122233"
	414, 2025-04-06, "Procedimento programado", 755.33, 1, "Clinico", "10000020038", "90011122233"
	415, 2024-03-22, "Retorno", 461.33, 2, "Clinico", "10000020038", "90011122233"
	416, 2025-02-10, "Atendimento agendado", 541.12, 1, "Clinico", "10000020191", "90011122233"
	417, 2024-11-12, "Retorno", 521.43, 1, "Clinico", "10000020059", "90011122233"
	418, 2024-11-29, "Procedimento programado", 1300.45, 3, "Clinico", "10000020115", "90011122233"
	419, 2025-07-31, "Procedimento programado", 653.53, 3, "Clinico", "10000020130", "90011122233"
	420, 2024-11-11, "Urgencia", 442.49, 1, "Clinico", "10000020101", "90011122233"
	421, 2024-12-18, "Urgencia", 772.46, 3, "Clinico", "10000020116", "90011122233"
	422, 2025-07-15, "Urgencia", 586.2, 2, "Clinico", "10000020044", "90011122233"
	423, 2025-02-03, "Procedimento programado", 263.51, 1, "Clinico", "10000020052", "90011122233"
	424, 2025-06-28, "Urgencia", 132.77, 1, "Clinico", "10000020101", "90011122233"
	425, 2025-09-24, "Procedimento programado", 164.11, 3, "Clinico", "10000020065", "90011122233"
	426, 2024-01-23, "Retorno", 224.61, 1, "Clinico", "10000020022", "90011122233"
	427, 2024-01-16, "Procedimento programado", 397.76, 1, "Clinico", "10000020051", "90011122233"
	428, 2024-12-04, "Consulta", 457.39, 1, "Clinico", "10000020188", "90011122233"
	429, 2024-07-15, "Urgencia", 1231.63, 1, "Clinico", "10000020093", "90011122233"
	430, 2024-07-22, "Procedimento programado", 752.16, 1, "Clinico", "10000020184", "90011122233"
	431, 2025-10-06, "Consulta", 199.04, 3, "Clinico", "10000020186", "90011122233"
	432, 2024-08-11, "Consulta", 488.52, 2, "Clinico", "10000020056", "90011122233"
	433, 2024-09-05, "Consulta", 1053.04, 3, "Clinico", "10000020006", "90011122233"
	434, 2025-09-25, "Urgencia", 144.37, 1, "Clinico", "10000020190", "90011122233"
	435, 2024-11-20, "Atendimento agendado", 804.96, 1, "Clinico", "10000020161", "90011122233"
	436, 2025-05-11, "Procedimento programado", 292.76, 1, "Clinico", "10000020139", "90011122233"
	437, 2024-10-08, "Atendimento agendado", 662.31, 1, "Clinico", "10000020137", "90011122233"
	438, 2025-06-02, "Procedimento programado", 482.92, 1, "Clinico", "10000020183", "90011122233"
	439, 2025-05-24, "Atendimento agendado", 132.85, 3, "Clinico", "10000020035", "90011122233"
	440, 2024-03-09, "Consulta", 193.71, 1, "Clinico", "10000020029", "90011122233"
	441, 2025-08-07, "Procedimento programado", 504.47, 2, "Clinico", "10000020164", "90011122233"
	442, 2024-01-14, "Retorno", 468.51, 2, "Clinico", "10000020163", "90011122233"
	443, 2025-01-12, "Consulta", 234.37, 1, "Clinico", "10000020153", "90011122233"
	444, 2025-06-28, "Procedimento programado", 1186.49, 1, "Clinico", "10000020044", "90011122233"
	445, 2024-04-16, "Retorno", 1177.29, 3, "Clinico", "10000020042", "90011122233"
	446, 2024-11-28, "Urgencia", 1102.54, 2, "Clinico", "10000020101", "90011122233"
	447, 2025-02-10, "Consulta", 1070.31, 1, "Clinico", "10000020181", "90011122233"
	448, 2024-08-07, "Urgencia", 316.74, 1, "Clinico", "10000020001", "90011122233"
	449, 2024-09-28, "Urgencia", 477.87, 1, "Clinico", "10000020145", "90011122233"
	450, 2024-08-10, "Consulta", 496.42, 1, "Clinico", "10000020181", "90011122233"
	451, 2024-02-08, "Atendimento agendado", 362.39, 1, "Clinico", "10000020093", "90011122233"
	452, 2024-08-20, "Atendimento agendado", 454.95, 2, "Clinico", "10000010003", "90011122233"
	453, 2024-11-30, "Atendimento agendado", 614.63, 1, "Clinico", "10000020174", "90011122233"
	454, 2025-05-31, "Consulta", 302.13, 2, "Clinico", "10000020052", "90011122233"
	455, 2025-08-08, "Consulta", 630.37, 2, "Clinico", "10000020136", "90011122233"
	456, 2024-05-18, "Procedimento programado", 231.74, 1, "Clinico", "10000020139", "90011122233"
	457, 2025-03-16, "Urgencia", 323.95, 3, "Clinico", "10000020171", "90011122233"
	458, 2024-11-24, "Urgencia", 517.39, 1, "Clinico", "10000020148", "90011122233"
	459, 2024-02-15, "Retorno", 1306.25, 1, "Clinico", "10000020047", "90011122233"
	460, 2024-01-15, "Urgencia", 298.91, 1, "Clinico", "10000020173", "90011122233"
	461, 2025-07-04, "Retorno", 1058.55, 3, "Clinico", "10000020048", "90011122233"
	462, 2025-06-23, "Consulta", 89.81, 1, "Clinico", "10000020061", "90011122233"
	463, 2024-01-09, "Consulta", 700.56, 1, "Clinico", "10000020095", "90011122233"
	464, 2025-01-30, "Retorno", 189.81, 3, "Clinico", "10000020093", "90011122233"
	465, 2025-04-13, "Atendimento agendado", 417.45, 1, "Clinico", "10000020178", "90011122233"
	466, 2024-06-09, "Consulta", 1316.34, 1, "Clinico", "10000020084", "90011122233"
	467, 2024-01-31, "Atendimento agendado", 115.85, 1, "Clinico", "10000020067", "90011122233"
	468, 2025-06-17, "Atendimento agendado", 777.9, 1, "Clinico", "10000020156", "90011122233"
	469, 2024-12-03, "Procedimento programado", 1069.49, 1, "Clinico", "10000020134", "90011122233"
	470, 2025-08-01, "Retorno", 595.31, 1, "Clinico", "10000020077", "90011122233"
	471, 2025-02-27, "Procedimento programado", 148.66, 2, "Clinico", "10000020073", "90011122233"
	472, 2025-09-18, "Atendimento agendado", 1131.64, 3, "Clinico", "10000020064", "90011122233"
	473, 2024-05-17, "Atendimento agendado", 405.39, 2, "Clinico", "10000020150", "90011122233"
	474, 2024-07-16, "Retorno", 606.77, 2, "Clinico", "10000020004", "90011122233"
	475, 2024-07-28, "Consulta", 1347.85, 2, "Clinico", "10000020041", "90011122233"
	476, 2025-01-24, "Urgencia", 831.71, 3, "Clinico", "10000020096", "90011122233"
	477, 2024-02-10, "Atendimento agendado", 348.53, 3, "Clinico", "10000020095", "90011122233"
	478, 2024-10-19, "Procedimento programado", 989.67, 2, "Clinico", "10000020038", "90011122233"
	479, 2024-07-03, "Atendimento agendado", 388.16, 3, "Clinico", "10000020174", "90011122233"
	480, 2025-04-09, "Atendimento agendado", 568.79, 1, "Clinico", "10000020178", "90011122233"
	481, 2024-06-16, "Consulta", 776.87, 1, "Clinico", "10000020019", "90011122233"
	482, 2024-02-14, "Retorno", 626.87, 3, "Clinico", "10000020081", "90011122233"
	483, 2025-03-05, "Urgencia", 1240.83, 2, "Clinico", "10000020075", "90011122233"
	484, 2024-01-13, "Procedimento programado", 570.27, 2, "Clinico", "10000020123", "90011122233"
	485, 2025-09-07, "Atendimento agendado", 266.17, 1, "Clinico", "10000010002", "90011122233"
	486, 2025-08-14, "Atendimento agendado", 795.3, 1, "Clinico", "10000020072", "90011122233"
	487, 2024-10-18, "Atendimento agendado", 119.84, 3, "Clinico", "10000020165", "90011122233"
	488, 2024-11-26, "Urgencia", 700.02, 1, "Clinico", "10000020093", "90011122233"
	489, 2025-06-21, "Retorno", 593.06, 1, "Clinico", "10000020174", "90011122233"
	490, 2024-10-21, "Procedimento programado", 930.1, 1, "Clinico", "10000020151", "90011122233"
	491, 2025-09-16, "Retorno", 398.66, 1, "Clinico", "10000020177", "90011122233"
	492, 2024-07-31, "Atendimento agendado", 58.47, 2, "Clinico", "10000020102", "90011122233"
	493, 2024-10-15, "Urgencia", 482.42, 1, "Clinico", "10000020013", "90011122233"
	494, 2025-09-22, "Consulta", 647.94, 1, "Clinico", "10000020040", "90011122233"
	495, 2024-05-19, "Procedimento programado", 676.33, 2, "Clinico", "10000020035", "90011122233"
	496, 2025-08-01, "Urgencia", 99.66, 3, "Clinico", "10000020138", "90011122233"
	497, 2024-10-14, "Consulta", 1078.77, 2, "Clinico", "10000020082", "90011122233"
	498, 2025-02-27, "Consulta", 443.83, 1, "Clinico", "10000020123", "90011122233"
